SubjectID$ID	Week sample obtained$clinical	s__Prevotella_copri$taxa	s__Faecalibacterium_prausnitzii$taxa	s__Bacteroides_uniformis$taxa	s__Bacteroides_stercoris$taxa	s__Escherichia_coli$taxa	s__Roseburia_intestinalis$taxa	s__Bacteroides_vulgatus$taxa	s__Bacteroides_fragilis$taxa	s__Eubacterium_rectale$taxa	s__Akkermansia_muciniphila$taxa	s__Klebsiella_pneumoniae$taxa	s__Subdoligranulum_unclassified$taxa	s__Bacteroides_ovatus$taxa	s__Bacteroides_dorei$taxa	s__Bacteroides_eggerthii$taxa	s__Bacteroides_caccae$taxa	s__Haemophilus_parainfluenzae$taxa	s__Eubacterium_siraeum$taxa	s__Dialister_invisus$taxa	s__Bacteroides_cellulosilyticus$taxa	s__Bacteroides_massiliensis$taxa	s__Alistipes_putredinis$taxa	s__Parabacteroides_distasonis$taxa	s__Escherichia_unclassified$taxa	s__C2likevirus_unclassified$taxa	s__Alistipes_onderdonkii$taxa	s__Bacteroides_thetaiotaomicron$taxa	s__Parabacteroides_unclassified$taxa	s__Ruminococcus_gnavus$taxa	s__Parabacteroides_merdae$taxa	s__Veillonella_unclassified$taxa	s__Sutterella_wadsworthensis$taxa	s__Veillonella_parvula$taxa	s__Bacteroides_faecis$taxa	s__Clostridium_hathewayi$taxa	s__Peptostreptococcaceae_noname_unclassified$taxa	s__Bifidobacterium_adolescentis$taxa	s__Barnesiella_intestinihominis$taxa	s__Ruminococcus_bromii$taxa	s__Oscillibacter_unclassified$taxa	s__Clostridium_clostridioforme$taxa	s__Eubacterium_eligens$taxa	s__Roseburia_inulinivorans$taxa	s__Streptococcus_parasanguinis$taxa	s__Bacteroides_finegoldii$taxa	s__Ruminococcus_torques$taxa	s__Bacteroides_xylanisolvens$taxa	s__Bifidobacterium_longum$taxa	s__Veillonella_dispar$taxa	s__Alistipes_finegoldii$taxa	s__Clostridium_bolteae$taxa	s__Alistipes_shahii$taxa	s__Odoribacter_splanchnicus$taxa	s__Clostridium_leptum$taxa	s__Roseburia_hominis$taxa	s__Clostridium_symbiosum$taxa	s__Lachnospiraceae_bacterium_1_1_57FAA$taxa	s__Roseburia_unclassified$taxa	s__Clostridium_citroniae$taxa	s__Eubacterium_ventriosum$taxa	s__Pseudomonas_unclassified$taxa	s__Ruminococcus_lactaris$taxa	s__Bilophila_unclassified$taxa	s__Dorea_longicatena$taxa	s__Veillonella_atypica$taxa	s__Flavonifractor_plautii$taxa	s__Collinsella_aerofaciens$taxa	s__Streptococcus_salivarius$taxa	s__Eubacterium_hallii$taxa	s__Ruminococcus_callidus$taxa	s__Lachnospiraceae_bacterium_3_1_46FAA$taxa	s__Burkholderiales_bacterium_1_1_47$taxa	s__Coprobacillus_unclassified$taxa	s__Parasutterella_excrementihominis$taxa	s__Ruminococcus_obeum$taxa	s__Propionibacterium_acnes$taxa	s__Streptococcus_thermophilus$taxa	s__Coprococcus_comes$taxa	s__Eubacterium_ramulus$taxa	s__Mitsuokella_unclassified$taxa	s__Lachnospiraceae_bacterium_8_1_57FAA$taxa	s__Ruminococcaceae_bacterium_D16$taxa	s__Lachnospiraceae_bacterium_3_1_57FAA_CT1$taxa	s__Lachnospiraceae_bacterium_2_1_58FAA$taxa	s__Dorea_formicigenerans$taxa	s__Bilophila_wadsworthia$taxa	s__Coprococcus_catus$taxa	s__Anaerostipes_hadrus$taxa	s__Lachnospiraceae_bacterium_7_1_58FAA$taxa	s__Lachnospiraceae_bacterium_5_1_63FAA$taxa	s__Clostridiales_bacterium_1_7_47FAA$taxa	s__Clostridium_asparagiforme$taxa	s__Clostridium_bartlettii$taxa	s__Holdemania_filiformis$taxa	s__Anaerotruncus_colihominis$taxa	s__Clostridiaceae_bacterium_JC118$taxa	s__Erysipelotrichaceae_bacterium_6_1_45$taxa	s__Holdemania_unclassified$taxa	s__Dorea_unclassified$taxa	s__Anaerotruncus_unclassified$taxa	s__Eggerthella_unclassified$taxa	m__HMDB00764$metabolite	m__HMDB00511$metabolite	m__HMDB00197$metabolite	m__HMDB00806$metabolite	m__HMDB00626$metabolite	m__HMDB00619$metabolite	m__HMDB00637$metabolite	m__HMDB00138$metabolite	m__HMDB00036$metabolite	m__HMDB01895$metabolite	m__HMDB00020$metabolite	m__HMDB10169$metabolite	m__HMDB00067$metabolite	m__HMDB02123$metabolite	m__HMDB00510$metabolite	m__HMDB00452$metabolite	m__HMDB11718$metabolite	m__HMDB00873$metabolite	m__HMDB01232$metabolite	m__HMDB00448$metabolite	m__HMDB00019$metabolite	m__HMDB00039$metabolite	m__HMDB00482$metabolite	m__HMDB00094$metabolite	m__HMDB01547$metabolite	m__HMDB00365$metabolite	m__HMDB00174$metabolite	m__HMDB00139$metabolite	m__HMDB00118$metabolite	m__HMDB00195$metabolite	m__HMDB00156$metabolite	m__HMDB02329$metabolite	m__HMDB00209$metabolite	m__HMDB00244$metabolite	m__HMDB00247$metabolite	m__HMDB00956$metabolite	m__HMDB00251$metabolite	m__HMDB00262$metabolite	m__HMDB00289$metabolite	m__HMDB00296$metabolite	m__HMDB00098$metabolite	m__HMDB00089$metabolite	m__HMDB00725$metabolite	m__HMDB00715$metabolite	m__HMDB00870$metabolite	m__HMDB00043$metabolite	m__HMDB00097$metabolite	m__HMDB01257$metabolite	m__HMDB00562$metabolite	m__HMDB00630$metabolite	m__HMDB00101$metabolite	m__HMDB00014$metabolite	m__HMDB01149$metabolite	m__HMDB00699$metabolite	m__HMDB00056$metabolite	m__HMDB00194$metabolite	m__HMDB00222$metabolite	m__HMDB01169$metabolite	m__HMDB03464$metabolite	m__HMDB01991$metabolite	m__HMDB00030$metabolite	m__HMDB02322$metabolite	m__HMDB00063$metabolite	m__HMDB00128$metabolite	m__HMDB04193$metabolite	m__HMDB00812$metabolite	m__HMDB03357$metabolite	m__HMDB04610$metabolite	m__HMDB00239$metabolite	m__HMDB00269$metabolite
62	9	0	0.076972315	0.038929749	0.151333954	0.000490245	0.009540015	8.38E-05	0.014912515	0.115201547	0.000200034	2.25E-05	0.013504504	0.020802294	0.069206597	1.19E-05	0.041346554	0.000419929	0.070976665	0.004638054	0.009279431	1.22E-05	0.0649972	0.009440218	0.000184501	0.000412324	0.039525266	0.007017554	0	0.005011182	0.070675038	0.000100387	0	0.000347805	0	0.000865794	0.000179656	0	0	0.013853937	0.003055913	0	0.003916774	0.001315729	1.86E-05	0	0	0.001294094	0.005907633	2.37E-06	0.008529221	0.000502075	0.024342263	0.011468506	0.001657403	0.001345058	0	7.28E-05	6.73E-05	0	0	0	0.003065617	0.001289361	0.001976258	2.11E-05	6.02E-05	0.001558628	2.85E-07	0.001008624	0.000306568	0.006100759	0.000747499	2.23E-05	0.000694667	0.001290603	0	0	0.002910827	0.000116739	0	0.000218527	2.13E-06	0	0.002259563	0.000717273	5.19E-05	0	0.000413119	0.000182528	0.000129818	0	2.97E-06	0.000310366	5.23E-05	0.000100252	0.000197418	0	0	0	4.73E-05	2.32E-05	0.000454154	9.18E-05	6.51E-06	0.005043336	0.049138413	0.026315247	0	0	0	0	0.000418912	0.004141591	0.001971747	0.000752184	0.002524722	0.000299714	0.001389603	0.000216841	5.67E-06	0.000305126	9.96E-06	0.007265763	0.00048087	0.000406559	8.54E-07	5.23E-06	0.000639253	0.000380081	0.000113054	0.000449361	0	0.002451987	0.000239686	0.000223981	0	0	0.001328303	0.001175883	0.084652912	0.001816063	0.000462686	0.022486537	0	0.000675035	0.001935211	0.000293514	0.002122825	0.749043795	0.006124935	0.000197363	0.219480627	0	0	0.000154983	0.055953934	0.000132849	0.000933012	2.81E-05	0.000405629	0.331014834	0.016855463	0.823925556	4.59E-05	0.004308611	0.000238221	2.27E-05	2.79E-05	0.098007569	0.051208318	0.012221875
62	11	0	0.104105635	0.047032778	0.134707712	0	0.008826413	8.94E-05	0.003152762	0.163248873	0.000265837	1.85E-05	0.013937513	0.021071337	0.055468747	1.21E-05	0.016238858	0.000195652	0.079635605	0.005489656	0.011071117	1.22E-05	0.071837235	0.007133039	0.000193696	0.000234178	0.034613104	0.006826581	0	0	0.078216392	6.06E-05	0	0.000259549	0	0.000841302	0.000142023	0	0	0.013948795	0.002851114	0	0.00405082	0.001219376	1.53E-05	0	0.002640362	0.00132708	0.001850844	1.22E-06	0.009871777	0	0.012842775	0.011880234	0.00103077	0.000932451	1.56E-06	8.93E-05	5.13E-05	0	0	4.76E-06	0.002458867	0.001307009	0.000556364	1.09E-05	2.98E-05	0.000669029	2.25E-06	0.000753542	0.000324742	0.004350745	0.000779871	5.89E-06	0.000647374	0.000869191	0	0	0.001401768	6.59E-05	0	0.000203715	1.10E-06	0	0.000121671	0.000440791	6.14E-05	0	0.000492656	0.000191136	0.000136485	0	0	0.000382424	0	7.63E-05	0.000158636	0	0	0	5.34E-05	0	0.000498857	5.36E-05	5.03E-06	0.003004303	0.05350509	0.016182623	0	0	0	0	0.000276744	0.003036947	0.001917726	0.000953876	0.002461636	0.000196881	0.000807915	0.000198413	3.98E-06	0.000380753	6.03E-06	0.007229125	0.000311013	4.80E-05	1.12E-06	9.24E-07	0.000571905	0.000399523	9.19E-05	0.000451757	0	0.002161389	0.000191584	0.00026718	0	0	0.000937014	0.001242347	0.121896266	0.001496996	0.000451865	0.01965268	0	0.000689105	0.001507	0	0.000901543	0.707386844	0.003549757	0.000184331	0.428084659	0.001140114	0	0.000149663	0.042709235	0.00015891	0.001307614	3.12E-05	0.000369418	0.330800857	0.016016595	0.739075125	3.82E-05	0.003592219	0.000129282	2.09E-05	2.19E-05	0.087706013	0.048608385	0.013395726
62	13	0	0.094233536	0.049363623	0.107272297	0	0.008457407	0.000110767	0.001686233	0.192240168	0.000319415	1.55E-05	0.015644048	0.021263113	0.047043674	1.19E-05	0.028339318	0.000173385	0.078982201	0.006294944	0.013989725	1.16E-05	0.079424594	0.006458649	0.000199157	0.000143404	0.030280777	0.007003776	0	0	0.074476856	3.90E-05	0	0.000207315	0	0.000898528	0.00010467	0	0	0.014097961	0.002954477	0	0.00488749	0.001236678	1.28E-05	0	0.007020182	0.001497806	0	4.64E-07	0.011306226	0	0.01083811	0.012597779	0.000726434	0.000779052	3.65E-05	0.000104683	4.55E-05	0	0	1.35E-05	0.002303336	0.001388961	0	4.15E-06	1.58E-05	0.00024413	7.93E-06	0.000679677	0.000354145	0.0037401	0.000854016	0	0.000690194	0.000704854	0	0	0.000533947	3.80E-05	0	0.000194721	4.19E-07	0	0	0.000341112	7.06E-05	1.11E-06	0.000589486	0.000216229	0.000144547	0	0	0.000435654	0	7.13E-05	0.000137091	0	0	0	6.04E-05	0	0.000459377	2.87E-05	3.95E-06	0.001844762	0.051113717	0.00942387	0	0	0	2.30E-06	0.000173911	0.002324577	0.001757409	0.001038947	0.002180589	0.000115282	0.000421397	0.000130288	2.45E-06	0.000420137	3.26E-06	0.006439409	0.000179804	0	1.25E-06	0	0.000501574	0.000397317	6.60E-05	0.000444407	0	0.002311109	0.000111663	0.000278236	0	0	0.000640414	0.001255895	0.160077263	0.001372389	0.000450572	0.018290281	0	0.000626728	0.000976567	0	0.000796533	0.636276528	0.00339741	0.000187109	0.648749467	0.004950769	0	0.000138383	0.031085471	0.00020093	0.001984161	3.01E-05	0.000321587	0.291487841	0.011182691	0.544127917	2.98E-05	0.003229974	6.48E-05	1.94E-05	1.70E-05	0.076734169	0.042533655	0.013132601
62	15	1.17E-05	0.085779678	0.040768179	0.083750047	1.34E-05	0.007682437	0.00013685	0.05056102	0.095961104	0.000340849	1.16E-05	0.017150517	0.019681429	0.041030499	1.03E-05	0.130027599	0.000294242	0.082754731	0.006593658	0.016736432	9.66E-06	0.076025797	0.006517725	0.000186454	0.000104222	0.029076298	0.006913585	0	0	0.056795498	2.77E-05	0	0.000164226	0	0.000947128	5.84E-05	0	0	0.013143152	0.003065504	0	0.005940991	0.001244752	9.58E-06	0	0.009532669	0.001663279	0	0	0.011962241	0	0.018494713	0.012562881	0.000598295	0.000764336	8.39E-05	0.000111232	4.38E-05	0	0	2.33E-05	0.002307383	0.001410666	0	0	1.26E-05	0.00013929	1.64E-05	0.000686954	0.00036426	0.003686287	0.000895201	0	0.000749696	0.000674839	0	3.39E-05	7.89E-05	2.35E-05	3.43E-06	0.000175138	0	0	0	0.000346336	7.42E-05	5.10E-05	0.000655467	0.000237757	0.000142141	0	0	0.000440406	0	7.46E-05	0.000116613	0	0	6.30E-06	6.36E-05	0	0.000365333	1.45E-05	3.16E-06	0.001373138	0.043863912	0.00534228	0.01922326	0.024345711	0.018977198	2.96E-05	0.000103394	0.001910226	0.001516815	0.001027028	0.0017653	5.36E-05	0.000193216	3.72E-05	1.14E-06	0.00043686	1.59E-06	0.005166651	8.46E-05	0	1.26E-06	0	0.000431975	0.000376599	3.89E-05	0.000426355	7.15E-05	0.002739695	1.95E-05	0.000263828	0.001881417	0.002409493	0.000422174	0.001225819	0.195375689	0.001375926	0.000451961	0.017828269	7.79E-05	0.000514882	0.000424485	0.000174256	0.00146165	0.543034045	0.004884711	0.000198511	0.813193056	0.009652383	0.010893475	0.000122336	0.021122209	0.000248824	0.002802258	2.62E-05	0.000265965	0.226210135	0.004274158	0.313345999	2.16E-05	0.003102076	3.64E-05	1.79E-05	1.33E-05	0.065354098	0.034289661	0.011784322
62	17	4.73E-05	0.097199973	0.028353667	0.065367919	0.000484899	0.006793395	0.000165921	0.034918401	0.12878555	0.000339887	7.61E-06	0.018536018	0.017104206	0.042503684	8.03E-06	0.100755639	0.000518597	0.120687379	0.006544558	0.018993107	7.02E-06	0.065758503	0.007236504	0.000163812	0.000109616	0.035565907	0.00670911	0	0	0.039787829	2.61E-05	0	0.000134934	0	0.000992027	1.21E-05	0	0	0.01156121	0.003208634	0	0.00715662	0.001260991	6.29E-06	0	0.008892999	0.001827652	0	0	0.01207939	0	0.02867955	0.012083552	0.000624924	0.000876747	0.000136912	0.000111294	4.57E-05	0.000176166	0	3.31E-05	0.002463913	0.001397141	0	0	1.82E-05	0.000292999	2.66E-05	0.000762526	0.000361542	0.004114336	0.000916948	0	0.000825114	0.000758652	1.67E-05	9.13E-05	0	2.10E-05	1.06E-05	0.000152671	0	0	0	0.000435951	7.36E-05	0.000119001	0.000696737	0.000256925	0.000133163	1.85E-05	0	0.000410642	0	8.45E-05	0.000100063	1.37E-05	0	1.94E-05	6.46E-05	0	0.000250716	8.71E-06	2.65E-06	0.001432341	0.034359747	0.003370908	0.059317968	0.077504708	0.052398317	6.12E-05	6.03E-05	0.001741221	0.001249447	0.000957065	0.001325321	1.14E-05	9.13E-05	0	1.35E-07	0.000451477	9.61E-07	0.00375551	2.39E-05	0	1.20E-06	0	0.000374529	0.000347711	1.45E-05	0.000405143	0.000252411	0.00335189	0	0.000235398	0.006277183	0.008112529	0.000274327	0.001184505	0.228233827	0.001473036	0.000458601	0.018087918	0.000213112	0.000387991	0	0.001257093	0.002604896	0.444925121	0.007383592	0.000215854	0.880030388	0.014663164	0.027168433	0.00010501	0.01321869	0.000298398	0.003672018	2.08E-05	0.000211146	0.151326873	0	0.117312757	1.47E-05	0.003157783	3.68E-05	1.66E-05	1.07E-05	0.05504995	0.025716434	0.009907359
62	19	8.00E-05	0.094592447	0.017453362	0.047517871	0.001033341	0.005569798	0.000183037	0	0.214755031	0.00030365	3.60E-06	0.018473054	0.013141553	0.051354261	4.99E-06	0.005405861	0.000750438	0.199972563	0.005857811	0.019091563	3.90E-06	0.049050669	0.007874049	0.000128294	0.000136786	0.049469533	0.006042514	0	0.001123098	0.033701231	3.01E-05	0	0.000111222	0	0.000962459	0	0	0	0.009033704	0.003155367	0	0.007902317	0.001203885	2.97E-06	0	0.003928351	0.001854596	0	0	0.011053436	0	0.032180344	0.010605775	0.000711204	0.001015728	0.000177522	9.97E-05	4.68E-05	0.000354518	0	3.93E-05	0.002550578	0.001271341	0.000437986	0	2.77E-05	0.000579082	3.54E-05	0.000823736	0.000326676	0.004553086	0.000865194	0	0.000849545	0.00085874	3.38E-05	0.000144163	0.000156803	2.55E-05	1.69E-05	0.00012351	0	2.91E-05	0	0.00054218	6.54E-05	0.000182173	0.000669938	0.000255555	0.000112286	4.21E-05	0	0.000334269	0	9.16E-05	8.19E-05	4.06E-05	0	3.11E-05	6.03E-05	0	0.000139589	8.95E-06	2.37E-06	0.001896931	0.024467193	0.002919803	0.101307138	0.133373492	0.08770014	9.50E-05	3.82E-05	0.001770297	0.000991907	0.000863159	0.000936535	0	8.23E-05	0	0	0.000484935	1.29E-06	0.002440966	0	0	1.12E-06	0	0.000337596	0.00031955	0	0.000387952	0.00044995	0.00411654	0	0.000202302	0.011113206	0.014084179	0.000182653	0.001163241	0.262018725	0.001646262	0.00047525	0.019013179	0.000354832	0.000270417	0	0.002574565	0.004051976	0.353265802	0.010529533	0.000238824	0.85483411	0.019838445	0.044094376	8.89E-05	0.007324607	0.000350283	0.004583179	1.52E-05	0.000162374	0.077385529	0	0	9.80E-06	0.003371041	5.97E-05	1.56E-05	9.17E-06	0.046766224	0.018034235	0.007921044
62	21	0.000107505	0.074226152	0.016646965	0.035085886	0.001562576	0.004645519	0.000196895	0.013822909	0.157334923	0.000265582	4.49E-07	0.018210358	0.009601098	0.06490305	2.25E-06	0.029084725	0.000970853	0.231051595	0.005135552	0.018329395	1.32E-06	0.040657657	0.008663197	9.79E-05	0.000176094	0.064197793	0.005458538	0	0.002036308	0.041005268	3.84E-05	0	0.000100515	0	0.000924604	0	0	0	0.006739659	0.003113768	0	0.008556794	0.001161072	3.71E-07	0	0	0.001862291	0.000200714	0	0.009935412	0	0.029595313	0.009193908	0.000840841	0.001195584	0.00020878	8.65E-05	4.89E-05	0.000508375	0	4.33E-05	0.002676643	0.001145511	0.001026851	0	3.86E-05	0.00090811	4.33E-05	0.000892042	0.000289688	0.005084827	0.000811092	0	0.000870251	0.000979271	4.84E-05	0.000189332	0.000451843	3.43E-05	2.21E-05	0.000102718	0	5.93E-05	0	0.000657089	5.62E-05	0.000236544	0.000629317	0.000251208	9.20E-05	6.27E-05	0	0.000254755	0	9.85E-05	6.89E-05	6.55E-05	0	4.06E-05	5.61E-05	0	4.51E-05	1.33E-05	2.23E-06	0.002644114	0.014690307	0.003453017	0.141740109	0.187314985	0.12184032	0.000128051	3.06E-05	0.001916266	0.000737142	0.000744492	0.000626478	0	0.0001399	0	0	0.000544343	2.55E-06	0.001313082	0	0	9.93E-07	0	0.000318428	0.000289391	0	0.000369132	0.000646333	0.004924453	0	0.000165177	0.015928574	0.01983839	0.000128763	0.001155785	0.293381575	0.0018428	0.000493284	0.020065366	0.000491246	0.00017172	0	0.003983471	0.005605569	0.264192205	0.013853728	0.000261297	0.757518113	0.024680633	0.060272886	7.30E-05	0.003062317	0.000396852	0.005429876	9.77E-06	0.000117846	0.008524535	0	0	7.08E-06	0.003636595	0.000100418	1.46E-05	8.52E-06	0.039735529	0.011539734	0.005874079
62	23	0.000167862	0.081455763	0.040531531	0.037049039	0.002636218	0.005318879	0.000271298	0.00214582	0.095631303	0.000303582	0	0.023277016	0.008779972	0.096398191	0	0.061691081	0.001513419	0.071499323	0.005845328	0.022185825	0	0.068600496	0.01237606	9.86E-05	0.000282335	0.085671829	0.00652746	0	0.003010648	0.068931302	6.37E-05	0	0.000129935	0	0.001148869	0	0	0	0.006297504	0.004028946	0	0.011925823	0.001481313	0	0	0	0.002425197	0.001774579	0	0.011596477	7.29E-05	0.031322277	0.010406417	0.001273606	0.001820551	0.000300535	9.60E-05	6.66E-05	0.000821416	0	5.92E-05	0.003672666	0.001343903	0.002073994	0	6.36E-05	0.001588665	6.57E-05	0.00124256	0.000331303	0.007317804	0.000994461	0	0.001157134	0.001427909	7.81E-05	0.000293352	0.001018315	5.76E-05	3.38E-05	0.000120033	0	0.000110916	0	0.000994121	6.15E-05	0.00036396	0.000759755	0.000320095	9.63E-05	0.00010321	0	0.000235125	0	0.000134968	7.81E-05	0.000112608	0	6.22E-05	6.92E-05	0	0	2.05E-05	2.18E-06	0.003594787	0.006061501	0.004586759	0.177638044	0.235314543	0.152225062	0.000157816	3.34E-05	0.002134026	0.000497451	0.000611837	0.000448825	0	0.000245312	0	0	0.000644382	4.79E-06	0.000534254	1.01E-05	5.38E-05	8.45E-07	0	0.000321157	0.000259341	0	0.000348705	0.00082618	0.005713254	0	0.000127725	0.020324964	0.024951995	0.000102561	0.001173312	0.321697399	0.002032315	0.000510567	0.020973807	0.000612269	0.000108741	0	0.00536027	0.007108552	0.180921014	0.016995154	0.000280077	0.616890722	0.028840249	0.07452984	5.79E-05	0.000428595	0.000433943	0.006147227	5.09E-06	7.94E-05	0	0	0	7.18E-06	0.003898493	0.000155944	1.36E-05	8.66E-06	0.034130047	0.007020548	0.00395693
62	25	0.000216202	0.101428836	0.08107649	0.041759395	0.003595132	0.005880516	0.000327293	0	0.061462635	0.000315923	0	0.026294526	0.00699093	0.107416555	0	0.012827775	0.001975061	0	0.005960579	0.023077327	0	0.117417462	0.015518979	9.54E-05	0.000378269	0.071111711	0.007091988	0	0.003304306	0.090214539	9.07E-05	0	0.000160305	0	0.001253132	0	0	0	0.005057083	0.004650396	0	0.014624857	0.001703377	0	0	0.007443812	0.002792407	0.003640417	0	0.012077872	0.000369254	0.026613351	0.010584881	0.001650144	0.002425282	0.000366001	9.30E-05	7.95E-05	0.001079752	0	6.89E-05	0.00445272	0.001402389	0.003120766	0	8.60E-05	0.002219247	8.59E-05	0.001502015	0.000333179	0.009156442	0.001090983	2.15E-06	0.001358065	0.001793762	0.000102466	0.000377622	0.001635319	8.03E-05	4.28E-05	0.000139712	0	0.000158323	0.000701879	0.001276777	5.82E-05	0.000465203	0.000804261	0.000360483	8.83E-05	0.000137185	9.11E-07	0.000172598	1.60E-05	0.000159197	8.12E-05	0.000153848	0	7.87E-05	7.81E-05	1.22E-05	0	2.96E-05	2.20E-06	0.00472213	0	0.006023421	0.207319802	0.275085762	0.177377357	0.000183072	4.36E-05	0.002401276	0.00028722	0.000477856	0.000470172	0	0.000386412	0	0	0.000809254	8.23E-06	0.000292845	5.98E-05	0.000172976	6.83E-07	2.33E-07	0.000354121	0.000233065	0	0.000328824	0.000980639	0.006468675	0	9.42E-05	0.024062776	0.029184602	9.63E-05	0.001237955	0.348759599	0.002200226	0.000528751	0.02161255	0.000712276	0.000101584	0	0.006631849	0.008466136	0.107471112	0.019731543	0.000293848	0.461672319	0.032165085	0.086225795	4.44E-05	0	0.00046013	0.006711794	1.89E-06	4.95E-05	0	0	0	1.10E-05	0.004130569	0.000226376	1.24E-05	9.68E-06	0.030416223	0.005435525	0.002379543
62	27	0.000133202	0.041043294	0.031847595	0.029569284	0.002320238	0.003664476	0.000197821	0.075481583	0.047662401	0.000175477	0	0.014973225	0.002982051	0.044367843	0	0.058929356	0.001244393	0.389592915	0.003157516	0.011670825	0	0.042259834	0.009726382	5.52E-05	0.000241346	0.016597518	0.00402631	0	0.001634303	0.038527585	6.32E-05	0	0.000105275	0	0.0006802	0	0	0	0.002062517	0.002730849	0	0.009038954	0.001008334	0	0	0.021810054	0.001622861	0.002866935	0	0.006466254	0.000346429	0.010582593	0.005591284	0.001036478	0.00161535	0.000216153	4.51E-05	4.71E-05	0.000673518	0	3.88E-05	0.002710964	0.000744129	0.002136733	0	5.49E-05	0.00144627	5.57E-05	0.000893007	0.00016778	0.005662551	0.000613586	4.09E-06	0.000801878	0.00110234	6.38E-05	0.000233744	0.001164802	5.30E-05	2.59E-05	9.38E-05	0	0.000104061	0.000842951	0.000794917	2.70E-05	0.000285121	0.000425209	0.000204715	4.07E-05	8.62E-05	1.23E-06	5.16E-05	2.17E-05	9.13E-05	4.37E-05	9.85E-05	0	4.76E-05	4.65E-05	1.30E-05	5.96E-05	3.93E-05	2.22E-06	0.005967796	0	0.007409528	0.225859474	0.300042001	0.193044155	0.000199796	5.84E-05	0.002668454	0.000116367	0.00034626	0.000776401	2.75E-05	0.000550719	0	7.12E-07	0.001063184	1.31E-05	0.000838389	0.000142782	0.000278848	5.09E-07	1.28E-06	0.000424835	0.0002109	1.07E-05	0.000306563	0.001086126	0.007091116	0	6.74E-05	0.026534297	0.03183926	0.000102132	0.001361415	0.371756756	0.002299168	0.000542215	0.021508214	0.000774501	0.000176068	0	0.007635715	0.009462625	0.046059039	0.021543119	0.000296582	0.311527159	0.033995322	0.093365928	3.28E-05	0.000605363	0.000466449	0.006994397	1.00E-06	3.04E-05	0	0	0	1.99E-05	0.004244551	0.000311374	1.09E-05	1.16E-05	0.028759695	0.00800843	0.001335988
62	29	0.000181498	0.013786391	0	0.056939911	0.003297331	0.005965381	0.000277314	0.326130002	0.090834306	0.000247551	0	0.019825474	0.003738643	0.035063136	0	0.193610322	0.00175216	0	0.004101289	0.012951263	0	0	0.014074619	9.22E-05	0.000336389	0	0.005568932	0	0.001695307	0.025801821	0.000100455	0	0.000167502	0	0.000838023	0	0	0	0.002212215	0.003770435	0	0.013063034	0.001423197	0	0	0.047723346	0.002199241	0.004541096	1.23E-07	0.008322081	0.000583537	0.01002414	0.0072074	0.001446371	0.00249817	0.000284308	5.06E-05	6.33E-05	0.000923439	0	4.83E-05	0.00381956	0.000928855	0.003141348	1.10E-06	7.65E-05	0.002037559	8.39E-05	0.001194116	0.000194214	0.00796622	0.000821314	8.29E-06	0.001098944	0.001520208	8.75E-05	0.000321934	0.00174764	7.62E-05	3.45E-05	0.000164833	1.11E-07	0.000147663	0.001543908	0.001103713	2.80E-05	0.000386396	0.000515279	0.000270478	4.44E-05	0.000118808	2.31E-06	1.61E-05	4.07E-05	0.000115284	5.60E-05	0.00013765	0	6.33E-05	6.85E-05	2.29E-05	0.000260164	4.81E-05	2.18E-06	0.007191908	0	0.008231768	0.224083845	0.297935705	0.191345621	0.000200392	7.37E-05	0.002849734	5.26E-06	0.000223275	0.001481287	8.14E-05	0.000716872	0.000227973	2.62E-06	0.001427398	1.98E-05	0.00251893	0.000264758	0.000345824	3.20E-07	2.01E-06	0.000540523	0.000192819	5.82E-05	0.000276722	0.001098612	0.007378019	0.00023013	5.17E-05	0.026623466	0.031617767	0.000111116	0.001549254	0.383472459	0.002246681	0.000539468	0.019877582	0.000767723	0.000366969	0.000914459	0.008065839	0.009707189	0.002192441	0.021510884	0.000277829	0.192205445	0.033095217	0.092228436	2.35E-05	0.004164952	0.000436731	0.006754172	3.64E-06	2.60E-05	0	0.018724647	0	3.54E-05	0.004090486	0.000407001	8.68E-06	1.45E-05	0.029411056	0.016452416	0.001131282
